link,Title,Description,Price,Condition
https://indianapolis.craigslist.org/app/d/avon-edgestar-heavy-duty-clear-ice/7413503695.html,EdgeStar Heavy Duty Clear Ice Maker - IB450SS - $295 (Avon),"I am selling the following:(1) EdgeStar 15-Inch 25 lbs. Heavy Duty / Commercial Clear Ice Maker   -   Model: IB450SSThis is a new, scratch & dent unit.  All damage is near the back so cannot be seen when installed under counter/cabinets.  Complete with ice tray, drain hose, manual.  Original box is included.Over $1100 retail priceManufacturer Weblink:https://www.edgestar.com/edgestar-ice-makers-refrigeration-appliances/IB450.html?source=smrf_EdgeStar_IB450SSEdgeStar 15 Inch Wide 25 Lbs. Capacity Built-In Ice Maker with 50 Lbs. Daily Ice ProductionFeatures:Built-In Or Freestanding Capable: Due to front-facing vents, this unit can be installed as either free standing or built-in to existing cabinetry for a more seamless look in your kitchenLarge Ice Capacity: This unit can store up to 25 lbs. of ready-to-use ice, making it perfect for entertaining or producing ice-laden confectionsRestaurant Quality Ice: This ice maker has a potential throughput of up to 50 lbs. of ice per day and it comes out restaurant quality -- clear to the eye and pure to the tasteAttractive Design: An elegantly wrapped handle and commercial grade stainless wrapping the door add a touch of class and work well in modern kitchensReversible Door: With a reversible door, the x-axis is your oyster -- choose a left or right door swing depending on your installation needsEasy-To-Use Controls: Computerized controls make the operation of this unit simple and straightforwardAdjustable Leveling Legs: Make sure that your unit is nice and level with the included leveling legsIncluded Accessories: Your ice maker comes complete with a removable ice bin, gravity drain line, and ice scoopPLEASE NOTE: Installation by a licensed plumber is strongly recommended. While it is well insulated, this ice maker is not a freezer. The drain line included with this maker is gravity-only. A condensate pump is needed for pumping the water to any location other than a close-by floor drain.Manufacturer Warranty: 1 Year Labor, 1 Year PartsSpecifications:Clear Ice: YesDefrost Type: ManualDepth: 23.4""Drain Required: YesHeight: 32.6""Hinging: ReversibleReversible Door: YesTotal Capacity: 25Total Production: 50Width: 14.6""",$295,new
https://indianapolis.craigslist.org/app/d/indianapolis-fridge-stovewasher/7413506311.html,Fridge .stove.washer - $100 (Emerson),Fidge and stove $100 each washer $50.  Or best offer.  All works perfectly  fine ..moving can't take with..must go,$100,good
https://indianapolis.craigslist.org/app/d/avon-nfinity-wine-cooler-new-but-doesnt/7413502972.html,N'finity Wine Cooler - New but doesn't cool - $345 (Avon),"I am selling the following:(1) Wine Enthusiast 170 N'finity Wine Cooler / Cellar with glass door, 15-wooden shelves and Dual Zone temperature controlsModel # 273 01 70 04Beautiful blue lighting for that really high-end look.Very good unused condition.  Minor scuffs and scrapes from shipment and storage only.  This is a new wine cooler with all documentation.  The cooling function does not work.  It would require a/c system repair to cool wines properly.I cannot help the buyer load this cooler.  You will need to bring your own help for this large and heavy wine cooler.Weblink to Manufacturer Site:https://www.wineenthusiast.com/N-finity",$345,excellent
https://indianapolis.craigslist.org/app/d/indianapolis-ingersoll-dresser/7409562735.html,Ingersoll Dresser Centrifugal Pump GRP 250 PSIG A252582 3X2X6k - $200,"For sale we have a Ingersoll Dresser Centrifugal Pump GRP 250 PSIG A252582 3X2X6kThis item is used, however it was removed from a working environment.",$200,NA
https://indianapolis.craigslist.org/app/d/indianapolis-bear-innovation-bc-200r/7402600941.html,"Bear Innovation BC-200R Refrigerated Centrifuge - $1,000","For sale we have a Bear Innovation BC-200R Refrigerated Centrifuge 200R 120V, 500 to 16,200 RPM.This item has some dings and dents from shipping, powered on and tested.See Photos!!!","$1,000",NA
https://indianapolis.craigslist.org/app/d/carmel-ge-profile-30-inch-cooktop/7407499250.html,"GE Profile 30 inch Cooktop - $800 (Carmel, IN)",Brand new - still in the box - top of the line - 5 burner - GE Profile cooktop,$800,new
https://indianapolis.craigslist.org/app/d/fishers-roper-washer-and-dryer/7409374359.html,Roper Washer and Dryer - $325 (Fishers),Whirlpool Roper Washer and Electric Dryer. About 3 years old. Both work perfectly and are extremely clean inside and out. Super capacity models. Cords and hoses included. $325. Call or text  show contact info.,$325,excellent
https://indianapolis.craigslist.org/ppd/d/indianapolis-brand-new-cub-cadet-zt1-54/7413403533.html,"BRAND NEW CUB CADET ZT1 54'' MOWER - $2,500 (Indianapolis)","This item is brand new and has never been used. retailers sells it for $3500 before tax. I'm selling it for $2500 because I need the cash urgent for a major purchase. No Checks, Cash Only, Serious Inquiries Text/Call 9133534133. Below is details about the MowerA 24HP/725cc Kohler 7000 Series V-Twin OHV Engine, OHV engine delivers high-performance power and exceptionally smooth, quiet operationDual hydrostatic transmissions allow for quick and effortless 7 MPH forward (3.5 MPH reverse) ground speeds that leaves your lawn with a professional-quality finish54-in. AeroForce fabricated deck that delivers a signature cut with fewer clumps and stragglers, finer clippings and increased evenness.Read MoreDurable and compact AGM battery delivers a premium experience with a longer lifespan and lower maintenance compared to traditional lead acid wet batteries and improved starting performance for reliable starting season to season.","$2,500",new
https://indianapolis.craigslist.org/app/d/indianapolis-dryer/7413398479.html,Dryer - $150,electric whirlpool dryer  show contact info still hooked up so you can test it,$150,NA
https://indianapolis.craigslist.org/app/d/sandborn-comfortzone-fire-tile-swimming/7413362155.html,"Comfortzone fire tile swimming pool heater and sand water filter - $650 (Sandborn, IN)","*was removed in 2004 from pool shed and winterized before storage (did work perfectly when removed, just dirty from storage bay shed)*Comfortzone fire tile In ground pool heater w/ 32"" sand water pool filter..Call or text  show contact infoThank you cash only",$650,fair
https://indianapolis.craigslist.org/app/d/indianapolis-whirlpool-electric-stove/7413313873.html,Whirlpool Electric Stove - $90 (Indianapolis),"Whirlpool smooth top, self cleaning electric stove. Light almond color.                                        If interested call Gary at  show contact info.",$90,good
https://indianapolis.craigslist.org/app/d/clayton-whirlpool-propane-gas-dryer/7413279139.html,WHIRLPOOL PROPANE GAS DRYER  -90DAY WARR-DEL - $170 (AVON APPLIANCE OF CLAYTON),This is a really nice Whirlpool Supreme extra large capacity gas dryer that has been converted to use propane and it looks great and works perfect. Its loaded with features (please see the pictures) It comes complete with power cord and is covered by our full 90day written warranty. If delivery is needed it is only $40 to Indy and surrounding areas.  If interested you can call or text us or come see it and all our others at Avon Appliance of Clayton 49 E Kentucky st Clayton In 46118 we are open for 9am to 5pm and closed Sunday- P.S Mr Kitty is not included with dryer,$170,excellent
https://indianapolis.craigslist.org/app/d/clayton-frigidaire-stacked-frontload/7413281348.html,FRIGIDAIRE STACKED FRONTLOAD WASHER & ELECTRIC DRYER-90DAY WARR/DEL - $670 (Avon Appliance of Clayton),This is a really nice  Frigidaire stacked frontload washer and electric dryer matching set. It looks great and works perfect. And its loaded with options and features far to many to list please see the pictures. It comes with all the hoses and power cord and is ready to use and is fully covered by our in store 90 day written warranty. If delivery is needed its only $ 40 to Indy and surrounding areas. If interested you can call or text us or come see it and all our others at Avon Appliance of Clayton 49 E Kentucky st Clayton In 46118 we are open from 9am to 5pm and closed Sunday ps Mr Kitty and Tina not included,$670,excellent
https://indianapolis.craigslist.org/app/d/clayton-frigidaire-frontload-he-washer/7404723203.html,FRIGIDAIRE FRONTLOAD H.E WASHER & ELECTRIC DRYER -90DAY WARR/DEL - $650 (Avon Appliance of Clayton),This is a really nice smaller apartment size Frigidaire frontload super capacity washer and electric dryer matching set. It looks great and works perfect. And its loaded with options and features far to many to list please see the pictures. It can be stacked if needed. It comes with all the hoses and power cord and is ready to use and is fully covered by our in store 90 day written warranty. If delivery is needed its only $ 40 to Indy and surrounding areas. If interested you can call or text us or come see it and all our others at Avon Appliance of Clayton 49 E Kentucky st Clayton In 46118 we are open from 9am to 5pm and closed Sunday ps Mr Kitty and Tina not included,$650,excellent
https://indianapolis.craigslist.org/app/d/indianapolis-bryant-95-furnace-parts/7413282377.html,Bryant 95 Furnace Parts - $300 (Wanamaker),The secondary heat exchanger went out. These are known good parts for a Bryant 95%. 300 or best offer. Local pickup only. You must be local. I will not ship. You can't send a mover or anyone else. I will not take checks.,$300,good
https://indianapolis.craigslist.org/app/d/clayton-nice-daewoo-frontload-gas-dryer/7409345512.html,NICE!! DAEWOO FRONTLOAD GAS DRYER  -90DAY WARR-DEL - $265 (AVON APPLIANCE OF CLAYTON),This is a really nice newer DAEWOO frontloading gas dryer and it looks great and works perfect. Its loaded with features (please see the pictures) It comes covered by our full 90day written warranty. If delivery is needed it is only $40 to Indy and surrounding areas.  If interested you can call or text us or come see it and all our others at Avon Appliance of Clayton 49 E Kentucky st Clayton In 46118 we are open for 9am to 5pm and closed Sunday,$265,excellent
https://indianapolis.craigslist.org/app/d/indianapolis-fellows-powershred-125ci/7413280290.html,Fellows Powershred 125Ci 20 sheet paper shredder. Jam proof cross shre - $100 (indianapolis),Fully functional Fellows 125Ci auto cross cut paper shredder. Huge 14 gallon capacity. Around $800 new.,$100,new
https://indianapolis.craigslist.org/app/d/clayton-stacked-kenmore-super-capacity/7401120506.html,STACKED KENMORE SUPER CAPACITY  WASHER & GAS DRYER-90DAY WARR/DEL - $650 (Avon Appliance of Clayton),This is a really nice and very clean Kenmore super capacity stacked washer and gas dryer matching set. It looks great and works perfect. It is loaded with options and features far to many to list please see the pictures. It comes with all the water and drain hoses and power cord and is ready to use and is fully covered by our in store 90 day written warranty. If delivery is needed its only $ 40 to Indy and surrounding areas. If interested you can call or text us or come see it and all our others at Avon Appliance of Clayton 49 E Kentucky st Clayton In 46118 we are open from 9am to 5pm and closed Sunday,$650,excellent
https://terrehaute.craigslist.org/app/d/annapolis-btu-mr-heater/7413308190.html,"20,0000 BTU Mr. Heater - $195 (Annapolis, IL)","Unused 20,000 BTU Mr. Heater propane heater. This heater is unused, but without the original box. It is a bit dusty from sitting in storage. Also comes with the hose in the picture. Can meet in Hutsonville, IL for pickup.",$195,like new
https://louisville.craigslist.org/app/d/louisville-great-working-single-cup-cup/7413506658.html,Great working single cup K-Cup Maker with manual (Nice Only 1 owner) - $7 (Louisville),"..PLEASE NOTE : Due to scams,I no longer answer emails (sorry)Please Simply CallHuman To Human5 0 2 --- 6 4 4 --- 7 1 7 0We live in the Fern Creek Area (Louisville)For what it's worth,From a smoke-free homeI'm the original and onlyowner of this K-Cup maker.Still has owners manualNOTE, K-Cup use only.This doesn't include any adapter for making ground coffee.See all photos...You may try itbefore you buy it.Only $7 Cash... I have no chance........ NO TRADES sorry",$7,excellent
https://louisville.craigslist.org/app/d/jeffersonville-kirby-g4-tech-drive-self/7410707854.html,Kirby G4 Tech Drive self propelled vacuum cleaner - $100 (Jeffersonville Indiana),"Kirby G4 Tech Drive self propelled vacuum cleaner, great condition!$100 cashCall... show contact info",$100,NA
https://louisville.craigslist.org/app/d/mount-washington-4w-cw-commercial/7406415199.html,4w CW Commercial Condenser Fan - $15 (Mt. Washington),Call 5o2-224-7168,$15,good
https://louisville.craigslist.org/app/d/mount-washington-ge-hotpoint/7401574510.html,GE/Hotpoint Refrigerator Defrost Timer #WR9X330 NIB OEM - $10 (Mt. Washington),"I have 2 of these $10.00 Each, Call 5o2-224-7168",$10,new
https://louisville.craigslist.org/app/d/mount-washington-appliance-florguard/7406343258.html,"Appliance Florguard , Floor Protection For Moving Appliances - $25 (Mt. Washington)","Will sell for $25.00, Call 5o2-224-7168",$25,like new
https://louisville.craigslist.org/app/d/louisville-nice-keurig-cup-coffee-maker/7407144715.html,Nice KEURIG K-CUP Coffee Maker with Original Owners Manual (One Owner) - $25 (Louisville KY),"PLEASE NOTE : Due to scams,I no longer answer emails (sorry)Please Simply CallHuman To Human5 0 2 --- 6 4 4 --- 7 1 7 0We live in the Fern Creek Area (Louisville)I'm the original andonly owner of this K-Cup maker.From a smoke free home.Original KEURIG K-CUPStill has owners manualIncludes adapter for regularground coffee use as wellSee all photos...You may try itbefore you buy it.$25 Correct Cash Please (I Have No Change)........ NO TRADES sorry",$25,excellent
https://louisville.craigslist.org/app/d/la-grange-samsung-refrigerator-freezer/7413362574.html,"Samsung Refrigerator Freezer - $350 (La Grange, Ky)","Samsung Refrigerator Freezer - bottom freezer, 26 cubic feet. 6 years old, some small dents on freezer door at bottom. Plenty of storage. Great for extra fridge. $350.00 cash. Call Bob at  show contact info.",$350,good
https://louisville.craigslist.org/app/d/louisville-electric-dryer/7410750826.html,Electric dryer - $179 (Near Walmart),"Dryer, electric, available delivery, free hook-up, works like new, looks new, only 179 gauranteed, hurry call or text now!!!  show contact info",$179,NA
https://louisville.craigslist.org/app/d/louisville-insignia-qt-digital-air/7413328512.html,Insignia 5 Qt Digital Air Fryer NS-AF53DSS0 - $40 (Southern Indiana/East Louisvile),"Insignia 5 Qt Digital Air FryerModel #NS-AF53DSS0Used-Great Condition! Stainless SteelX-PostedCash, PayPal, Apple Pay, VenmoMeet in Southern Indiana or Louisville Eastside by Ford KTP Truck Plant",$40,NA
https://louisville.craigslist.org/app/d/louisville-antique-toilet/7404677859.html,Antique toilet - $75,"Beautiful, white Antique toilet in good working condition.Charming scroll work which would add artistic flair to any bathroom.",$75,excellent
https://louisville.craigslist.org/app/d/floyds-knobs-jenn-air-electric-cooktop/7413306408.html,"Jenn-Air Electric Cooktop 30"" - $200 (Floyds Knobs)","Jenn-Air Electric Cooktop 30""Works great including blower fan but one burner doesn't come on as shown in pic.Not sure if its the burner itself or just the switch.In very good condition - Not scratched up$200Call or text only - NO EMAIL Please812-391-154Five",$200,good
https://kokomo.craigslist.org/app/d/kokomo-industrial-garbage-disposal/7413380579.html,"Industrial garbage disposal - $1,200 (KOKOMO)",Industrial size garbage disposal brand new in open box. Price is negotiable contact. Contact 7x6x5x2x7x1x6x6x0x6 for more information,"$1,200",new
https://chicago.craigslist.org/nwc/app/d/antioch-kenmore-dryer/7413530640.html,Kenmore Dryer - $300 (Antioch),"Like New Kenmore brand Clothes Dryer For SaleElectric model not gas.Less than 2 years old, in great condition!Can deliver if local for an extra charge.",$300,like new
https://chicago.craigslist.org/nwc/app/d/bloomingdale-traeger-pro-series-34-wood/7401855614.html,Traeger Pro Series 34 Wood Pellet Grill Model#: TFB88PZB - $650 (Bloomingdale),"Description & Key Features • New sawhorse cart style for stability and large side lift bar for even weight distribution when moving • Versatile grill allows you to smoke, grill, bake, roast or braise for multiple cooking options • Digital Pro controller keeps the preset temperature within +/- 15 degrees Fahrenheit for precision cooking • Dual probe meat thermometers allow you to grill different cuts of meat to different temperatures• Large capacity hopper (18 pounds) features a clean out for quickly changing smoke flavors",$650,new
https://chicago.craigslist.org/nch/app/d/victoria-kitchin-aid-mixer/7403681992.html,Kitchin aid mixer - $180,Kitchinaid professional pro 600 $180,$180,good
https://chicago.craigslist.org/nch/app/d/victoria-blentec-blender/7403681887.html,Blentec blender - $200,Blentec blender bi 503narrow$200,$200,good
https://chicago.craigslist.org/nch/app/d/gurnee-edenpure-personal-quartz/7409479084.html,EdenPURE Personal Quartz Infrared Portable Heater 900 Watt - $75 (Gurnee),"Works great and with that first chill in the air this past week now’s the time to buy! No remote, you can buy one online for about $25-$30 however. Delivery available please message for quote.",$75,excellent
https://chicago.craigslist.org/nwi/app/d/chesterton-whirlpool-side-by-side/7413541565.html,Whirlpool side by side refrigerator - $400 (Chesterton),"Black Whirlpool side by side fridge with ice maker/dispenser. It works we switched to a stainless steel fridge. It is 68 1/2 inches tall,  35 1/2 inches wide, and 32 inches deep.NO DELIVERY.  NO EMAILS. You will have to pick it up. Call Mike at 219-Seven71-Eight160",$400,good
https://chicago.craigslist.org/wcl/app/d/naperville-outdoor-and-indoor-appliance/7413540882.html,Outdoor and Indoor Appliance Timers - $15 (Naperville),"Have four appliance timers, one for outdoor use (10amp grounded 24-hour timer) and the rest for indoor use by Intermatic.  One of the indoor intermatic timers is new and sealed in package.  Asking $15.00 for all four timers.",$15,NA
https://chicago.craigslist.org/wcl/app/d/elmhurst-weber-genesis-platinum-series/7407270700.html,Weber Genesis Platinum Series Gas Grill Pre-Owned - $100 (Elmhurst),"Estate liquidation item. It has been lovingly used but very clean considering. All parts are present, there are some accessories included in underneath storage area. Grill is hooked up to a natural gas line, buyer must bring plastic cap for the line when removing the grill.",$100,excellent
https://chicago.craigslist.org/chc/app/d/chicago-portable-dishwaher/7413539660.html,Portable Dishwaher - $100 (Bridgeport/Armor Square),Used but very reliable Whirlpool Nautilus.  Must be able to move from 2nd floor walk up before 12/6 or from ground floor between 12/6-12/16,$100,good
https://chicago.craigslist.org/nch/app/d/glenview-general-electric-1956-double/7413538987.html,General Electric 1956 Double Oven Electric Range - $150 (Glenview),General Electric 1956 Double Oven Electric Range,$150,good
https://chicago.craigslist.org/wcl/app/d/naperville-portable-clothes-washer-spin/7413537905.html,Portable Clothes Washer/Spin Dryer - $30 (NAPERVILLE),"New in open box.  Garatic twin spin portable washing machine.  Bought for summer cottage and have not used. We use local laundromat.  Was tested with clear water and surprising powerful agitation and spin dry speeds.  Definitely handy for smaller loads.  Great for cabin or campingBrand	GaraticCapacity	3.6 KilogramsStandard Cycles	2Human Interface Input	ButtonsMax Spin Speed	1300 RPMEfficiency	Energy EfficiencyInstallation Type	Built inAbout this item★ Twin Tub Design : With the Twin Tub dual function design, this washing machine can save your precious time by washing and spinning dry loads at the same time. You can move clothes directly from the washer to the spinner – or run both sides together to finish your laundry.★ Powerful Performance - The portable washer machine features a 1300RPM powerful motor with a max frequency of 60Hz, rotary controls for wash timer and a water efficient design. Washer: 8 lbs., Spin Cycle: 5 lbs. Watch your clothes get clean with a translucent tub container window.★ Time Space-Saving - Washer control timer runs for up to 15 minutes while the spin cycle timer runs for up to 5 minutes each load. Feel free to choose any time to wash. Easy to move and transport to anywhere, lightweight and space-saving design allows it easily fit in a bathroom or closet, ideal for camping trips, dormitories, or anywhere with limited space.★ Simplest yet most effective - Put the clothes in - fill with water - set time - hit start button - Go and sip your coffee - Take it out. Simply enjoy clean laundry and fragrance of laundry detergent! Wait... Did I mention our washer, that with large wave pulsates and new water flow, will not only produced less twisting of the clothing but also better cleaning and washing effect ? Features a drainage tube which allows you to easily drain out dirty water.★ Considerable design & Energy saving - Plastic body ensures this machine will never be rust eaten. Always quiet, neat and clean. Small size with low power consumption can save much energy.  Amazon $169.99",$30,new
https://chicago.craigslist.org/nch/app/d/glenview-maytag-washer/7413536969.html,Maytag Washer - $50 (Glenview),Maytag Heavy Duty Super Capacity Washer,$50,good
https://chicago.craigslist.org/chc/app/d/chicago-bradford-white-10-gallon/7413536470.html,Bradford White 10 gallon electric water heater - $150 (Chicago),Bradford White 10 Gallon Electric Water HeaterUsedModel # LE110U3Serial # NJ38264696  D/N :-1NAM120 Volts    2000 WattsCash only,$150,excellent
https://chicago.craigslist.org/nch/app/d/glenview-whirlpool-gas-dryer/7413536344.html,Whirlpool Gas Dryer - $50 (Glenview),Whirlpool Gas Dryer Super Capacity Plus Imperial Series,$50,good
https://chicago.craigslist.org/nwc/app/d/fox-lake-kirby-classic-iii-upright/7411167247.html,Kirby Classic III Upright Vacuum Cleaner. - $50 (Fox Lake),"This is a very nice Kirby Classic Three upright vacuum cleaner with its original Owner's manual.  It's an older unit, but these vacuums are known for their high quality and lifelong performance.  Overall, it is still in excellent working condition and it still looks very good as well.  Questions or additional pics by request. Thanks!",$50,good
https://chicago.craigslist.org/chc/app/d/chicago-salav-performance-series/7402907483.html,Salav Performance Series Garment Steamer - $20 (South Bridgeport),Gently used (2 times) Salav Performance Series Garment Steamer. 1.8 liter of water capacity.,$20,NA
https://chicago.craigslist.org/nwc/app/d/arlington-heights-new-insinkerator/7413533729.html,"New InSinkErator Quick Lock Mount Flange, & Deluxe Chrome Stopper - $10 (Arlington Heights)","Brand new InSinkErator sink waste disposal quick lock mount flange, gasket, and deluxe chrome stopper.",$10,new
https://chicago.craigslist.org/chc/app/d/chicago-brand-new-cuisinart-food/7413532857.html,"Brand new Cuisinart Food Processor @ $99.95 retail, selling for $87 - $87 (Lakeview East)",This Cuisinart Food Processor remains in its unopened original packaging.I bought this food processor a year ago but had not found the time to use it.The current retail price for a Cuisinart 8-cup Food Processor is $99.95. I am selling it for only $87.Specs:Dimensions: 7.60 L x 9.58 W x 15.19 H inchesHere is the link to the full specifications and reviews of the item:https://www.amazon.com/gp/product/B00LBZOYAK/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1,$87,new
https://chicago.craigslist.org/chc/app/d/chicago-kitchenaid-built-in-refrigerator/7405444759.html,Kitchenaid built-in refrigerator - $650 (North Center),"Kitchenaid built-in, side-by-side refrigerator with ice maker and water dispenser.  36.5"" wide x 83.25"" high x 27"" deep (counter depth).  Everything in good working order.  Has been moved to garage for easy pickup.",$650,good
https://chicago.craigslist.org/wcl/app/d/wheaton-instant-pot-ace-plus-10-in/7405997611.html,INSTANT POT ACE PLUS 10-in-1 SMOOTHIE & SOUP 1300W 54OZ BLENDER MIXER - $99 (Wheaton),"Brand new in box sealed!  Local pickup only,From the makers of Instant Pot: This 10-in-1 hot and cold blender is versatile making hot tasty soups with a hot heating elementEasy: 10-in-1 one touch buttons to easily make smoothies, hot soups, margaritas, dips, nut butters, salsa and moreTasty smoothies: This powerhouse 26,500RPM 10-speed customizable countertop blender zips through ingredients making smoothies nutritious and tastySilky smooth or chunky soups - Add fresh vegetables, broth- even raw meat. Ace Plus boils then gently stirs so everything cooks perfectly, and noodles stay intactPatio drinks to your home: Frozen cocktails with the crushed ice programHealthy: Store bought nut butters often contain additives and sugar. Make your own peanut, almond, cashew and hazelnut spread in the Ace PlusHot tasty soups: Instant Pot Blenders give you thorough and even cooking with a hot heating element, unlike blade friction heating blendersAccessories included: Patented 3-in-1 food tamper, measuring cup & cleaning brush, and a food-safe, machine washable strainer bag for making soy, rice, oat, and nut milks. 120 volt 60 hertz power supply – please check your voltage if not in North AmericaGet inspired. Free Instant Pot app on iOS and Android devices is, loaded with hundreds of recipes for any cuisine to get you started on your cooking adventure. Millions of users provide support and guidance in the many Instant Pot online communities.",$99,new
https://chicago.craigslist.org/wcl/app/d/wheaton-new-honeywell-hepa-clean-tower/7403003655.html,NEW HONEYWELL HEPA CLEAN TOWER AIR PURIFIER dust carbon filter pollen - $99 (Wheaton),"Brand new in box sealed!  Local pickup only.This model offers a stylish, contemporary design with efficient HEPA-type filters. This unit is ideal for consumers looking for fresher, cleaner air in their home or office.Captures up to 99% of airborne pollutants such as household dust, pet dander and pollen; it is also effective at capturing smoke particles from the air that passes through the filterEasy to maintain with only one replacement activated carbon/HEPA type filterSingle touch electronic controlFeatures 3 air cleaning levelsAHAM verified for medium-large rooms",$99,new
https://chicago.craigslist.org/wcl/app/d/wheaton-nsignia-8qt-digital-stainless/7409939298.html,NSIGNIA 8QT DIGITAL STAINLESS STEEL MULTI PRESSURE COOKER instant pot - $69 (Wheaton),"Brand new in box sealed!  Local pick up only.  Easy curbside pickup!8-quart capacityProvides ample room for ingredients, so you can easily prepare large portions.12 preset cooking functionsChoose from Slow Cook, Keep Warm, Steak/Meat, Fish Steam, Beans/Lentils, Sear/Sauté, Soup/Stew, Rice/Risotto, Chicken, Vegetable Steam, Hot Cereal/Oatmeal and Cake.24-hour timerAllows you to “set it and forget it” and delay cooking until the perfect time.Keep warm settingMaintains your food at an ideal serving temperature.",$69,new
https://chicago.craigslist.org/sox/app/d/aroma-park-camp-chef-camping-oven/7413530579.html,Camp Chef Camping Oven - Propane - $200,"Camp Chef Camping Oven - Propane -Here's a gently used propane camp oven. Only used lightly.New gas valve/regulator.Take it with you camping or keep it in your bugout/SHTF supplies. Uses small propane bottles or your 20# propane cylinder.See it here: https://www.youtube.com/watch?v=rHP3T7t4YAEand they're $260 on ebay and elsewhere, $300 plus:https://www.ebay.com/c/1075052398?iid=202852665403I'm south of Kankakee so can only meet as far north as Bourbonnais for FTF exchange.  Thanks!",$200,NA
https://chicago.craigslist.org/nwc/app/d/schaumburg-hoover-vacuum-cleaner/7413529997.html,Hoover Vacuum Cleaner - $30 (Schaumburg),Hoover Windtunnel 2 - PetStill works. Has all attachments and reusable filter.Selling it because we got a new vacuum.Pricing negotiable. Serious offers only.,$30,excellent
https://chicago.craigslist.org/sox/app/d/oak-lawn-literature-sorter-paper/7405021215.html,LITERATURE SORTER / PAPER ORGANIZER - Black Wire Mesh - $55 (Oak Lawn),"LITERATURE SORTER / PAPER ORGANIZER - Black Wire Mesh ............... (# B-3110)Construction : Heavy Duty Wire MeshFeatures : 18-Section Literature Sorter - Very Strong Design , Letter SizeColor : BlackDimensions : High - 11.25"" , Wide - 30.25"" , Deep - 12.50""Condition : ExcellentAvailable : 1 ............... ( Call for Appointment )Prices : $ 55 ............... ( Cash & Carry )Website : CHICAGOLANDSHOWCASE.comFor an Appointment CALL :  show contact info .......... ( NO Emails )Keywords : Office , School , Display , Inventory , Storeroom",$55,excellent
https://chicago.craigslist.org/nwc/app/d/gurnee-roast/7408377503.html,I-Roast 2 - $5 (Gurnee),I-Roast 2 Coffee Roaster,$5,good
https://chicago.craigslist.org/chc/app/d/chicago-kohler-soap-dispenser/7411171999.html,Kohler soap dispenser - $20 (Gold Coast or Deerfield),Brand new parts. Faucet not include.Can meet in the city or Deerfield/Northern Suburbs,$20,new
https://chicago.craigslist.org/chc/app/d/chicago-cuisinart-cpc-600-electric/7413523352.html,Cuisinart CPC-600 Electric Pressure Cooker - $35 (Albany Park),"For sale is a Cuisinart CPC-600 electric pressure cooker in good condition. This unit has a capacity of 6 quarts, has a non-stick pot, and works great. Has convenient handles to move it around even when hot and is very simple to use. There's a slight scratch on the top handle, probably from when it was put on the table. The non-stick pot is in great condition (see pictures) and it heats up quickly.I don't have the steaming tray, thus the lower price. Comes with the pressure cooker itself, its cooking pot, and power cable. Asking $35 OBO, pick up in Albany Park",$35,excellent
https://chicago.craigslist.org/wcl/app/d/clarendon-hills-viking-dishwasher-works/7413521508.html,Viking Dishwasher - Works well - $400 (Clarendon Hills),Used Viking Dishwasher.  In good condition and works well had recent drain pump and outlet hose replacement.  Uses normal electrical outlet.   The unit is uninstalled and available for pickup,$400,good
https://chicago.craigslist.org/chc/app/d/chicago-hamilton-beach-commercial/7413520998.html,Hamilton Beach Commercial Container Rinser (BCR100) - $70 (Albany Park),"For sale is a Hamilton Beach Commercial Container Rinser. This unit lets you quickly clear out blender jars in-between recipes, making it quicker to go from order to order. Connects to a faucet and works by simply inverting the jar onto it to rinse. Works great but I no longer have a use for it. Typical cost new is $188.Asking $70 OBO, pick up in Albany Park.",$70,NA
https://chicago.craigslist.org/nwc/app/d/wheeling-george-foreman-lean-mean/7400907312.html,GEORGE FOREMAN LEAN MEAN GRILLING MACHINE - $15 (PROSPECT HEIGHTS),"FOR SALE IS A GEORGE FOREMAN LEAN MEAN GRILLING MACHINE, MODEL GR20BWWHT.  IT IS A FAMILY SIZE GRILL WITH BUN WARMEN.  PLEASE NOTE IN PICTURE - THERE IS A SLIGHT CRACK IN THE UPPER CASE.  DOES NOT AFFECT PERFORMANCE - UNIT WORKS WELL.  COMES WITH ACCESSORIES SHOWNPLEASE DO NOT ASK IF IT IS STILL AVAILABLE. IF IT IS LISTED IT IS AVAILABLE. SEND ME YOUR NUMBER AND I WILL CONTACT YOU TO SET UP PICK UP.",$15,NA
https://chicago.craigslist.org/chc/app/d/chicago-kitchen-appliance/7411612206.html,Kitchen appliance - $500 (Chicago),"Frigidaire electric stove, Frigidaire 18"" dishwasher, & Whirlpool fridge",$500,good
https://chicago.craigslist.org/sox/app/d/joliet-burner-range/7413517748.html,5 burner range - $380 (Joliet),Fully functional,$380,good
